ETM route num,Start,Via,End,Bus Type,Start code,Via code,End code,Binding ID,TARA ID,Include,Type,Stages,Route type,Route code,Route No.,Routes to be added,265,ETM routes,Routes to be removed,,,
mrg75,CAB-DE-RAM,MARGAO,PANAJI,ORDINARY,CBDRM,MRG,PNJ,#N/A,#N/A,Y,O,25,,CBDRM-MRG-PNJ,mrg75,,,,,,,
mrg76,NETURLIM,MARGAO,PANAJI,ORDINARY,NTL,MRG,PNJ,#N/A,#N/A,Y,O,34,,NTL-MRG-PNJ,mrg76,,,,,,,
mrg77,TIRVAN,MARGAO,PANAJI,ORDINARY,TRVN,MRG,PNJ,#N/A,#N/A,Y,O,30,,TRVN-MRG-PNJ,mrg77,,,,,,,
mrg78,MOLLEM,MARGAO,PANAJI,ORDINARY,MLM,MRG,PNJ,#N/A,#N/A,Y,O,30,,MLM-MRG-PNJ,mrg78,,,,,,,
mrg79,TUDAL,MARGAO,PANAJI,ORDINARY,TDL,MRG,PNJ,#N/A,#N/A,Y,O,29,,TDL-MRG-PNJ,mrg79,,,,,,,
mrg8,MARGAO,PATRADEVI,SAWANTWADI,EXPRESS,MRG,PTR,SWD,#N/A,#N/A,Y,IS,26,X,X:MRG-PTR-SWD,mrg8,,,,,,,
mrg80,KAMARKHAN,MARGAO,PANAJI,ORDINARY,KMRKN,MRG,PNJ,#N/A,#N/A,Y,O,29,,KMRKN-MRG-PNJ,mrg80,,,,,,,
mrg81,KHARGAL,CANACONA,MARGAO,ORDINARY,KHRGL,CNC,MRG,#N/A,#N/A,Y,O,19,,KHRGL-CNC-MRG,mrg81,,,,,,,
mrg82,MARGAO,RIVONA,VADDEM,ORDINARY,MRG,RVN,VDM,#N/A,#N/A,Y,O,22,,MRG-RVN-VDM,mrg82,,,,,,,
mrg83,CURCHOREM,RIVONA,VADDEM,ORDINARY,CURCH,RVN,VDM,#N/A,#N/A,Y,O,15,,CURCH-RVN-VDM,mrg83,,,,,,,
mrg84,VADDEM,RVN/MARGAO,PANAJI,ORDINARY,VDM,0,PNJ,#N/A,#N/A,Y,O,33,,VDM-0-PNJ,mrg84,,,,,,,
mrg85,MARGAO,CUNCOLIM,CANACONA,SHUTTLE,MRG,CUN,CNC,#N/A,#N/A,Y,S,2,S,S:MRG-CUN-CNC,mrg85,,,,,,,
mrg86,PANAJI,CORTALIM,VASCO,ORDINARY,PNJ,CRT,VSD,0,168,Y,O,16,,PNJ-CRT-VSD,mrg86,,,,,,,
mrg87,BICHOLIM,MARCEL,TITAN IND,ORDINARY,BCH,MRCL,TTN IND,#N/A,#N/A,Y,O,22,,BCH-MRCL-TTN IND,mrg87,,,,,,,
mrg88,IND EST,CORTALIM,MARGAO,ORDINARY,IND EST,CRT,MRG,#N/A,#N/A,Y,O,13,,IND EST-CRT-MRG,mrg88,,,,,,,
mrg89,MARGAO,MACAZAN,COTTA,ORDINARY,MRG,MCZ,COTA,#N/A,#N/A,Y,O,10,,MRG-MCZ-COTA,mrg89,,,,,,,
mrg9,MARGAO,KARWAR,GOKARNA,EXPRESS,MRG,KWR,GKRN,#N/A,#N/A,Y,IS,18,X,X:MRG-KWR-GKRN,mrg9,,,,,,,
mrg90,COTTA,MARGAO/CRT,PANAJI,ORDINARY,COTA,MRG/CRT,PNJ,#N/A,#N/A,Y,O,18,,COTA-MRG/CRT-PNJ,mrg90,,,,,,,
mrg91,AGONDA,VAGON/SHIRO,CABDERAM,ORDINARY,AGND,VGN/SRD,CBDRM,#N/A,#N/A,Y,O,12,,AGND-VGN/SRD-CBDRM,mrg91,,,,,,,
mrg92,CANACONA,PARVEM,MATIMOL,ORDINARY,CNC,PRVM,MTML,#N/A,#N/A,Y,O,10,,CNC-PRVM-MTML,mrg92,,,,,,,
mrg93,RAJBAG,CANCONA,KARWAR,ORDINARY,RJBG,CNC,KWR,#N/A,#N/A,Y,IS,13,,RJBG-CNC-KWR,mrg93,,,,,,,
mrg94,CANACONA,KHANGINI,MARGAO,ORDINARY,CNC,KNGN,MRG,#N/A,#N/A,Y,O,22,,CNC-KNGN-MRG,mrg94,,,,,,,
mrg95,DHAPOT,CANACONA,MARGAO,ORDINARY,DHPT,CNC,MRG,#N/A,#N/A,Y,O,20,,DHPT-CNC-MRG,mrg95,,,,,,,
mrg96,MARGAO,VERNA,CIPLA,ORDINARY,MRG,VRN,CPL,#N/A,#N/A,Y,O,7,,MRG-VRN-CPL,mrg96,,,,,,,
mrg97,MARGAO,NAVELIM,DHARMAPUR,ORDINARY,MRG,NVLM,DMPR,#N/A,#N/A,Y,O,4,,MRG-NVLM-DMPR,mrg97,,,,,,,
mrg98,MARGAO,NAVELIM,DIKARPAL,ORDINARY,MRG,NVLM,DKPL,#N/A,#N/A,Y,O,3,,MRG-NVLM-DKPL,mrg98,,,,,,,
mrg99,MARGAO,NAVELIM/RVF,DON CROSS,ORDINARY,MRG,0,DN X,#N/A,#N/A,Y,O,5,,MRG-0-DN X,mrg99,,,,,,,
pnj1,PANAJIM,PATRADEVI,SAWANTWADI,EXPRESS,PNJ,PTR,SWD,0,96,Y,IS,21,X,X:PNJ-PTR-SWD,pnj1,,,,,,,
pnj10,PANJIM,SANVORDEM,KALAY,LOCAL,PNJ,CURCH,KLY,0,95,Y,O,26,,PNJ-CURCH-KLY,pnj10,,,,,,,
pnj100,PONDA,KURTTI,KENDRIYVIDY,LOCAL,PND,CRTI,KV HS,#N/A,#N/A,N,,3,,NOT INCLUDED,pnj100,,,,,,,
pnj101,PANJIM,PONDA,SHIRSHIRE,LOCAL,PNJ,PND,SRSR,#N/A,#N/A,Y,,14,,PNJ-PND-SRSR,pnj101,,,,,,,
pnj102,PONDA,TOPCOLA,SHIRSHIRE,LOCAL,PND,TOPC,SRSR,0,216,N,,4,,NOT INCLUDED,pnj102,,,,,,,
pnj103,PANJIM,MPS-VLP,VALPOI,LOCAL,PNJ,MPS-VLP,VLP,0,97,Y,O,30,,PNJ-MPS-VLP-VLP,pnj103,,,,,,,
pnj104,PANAJI,AMONA,VALPAI,LOCAL,PNJ,AMN,VLP,0,59,Y,O,23,,PNJ-AMN-VLP,pnj104,,,,,,,
pnj105,PANJIM,BICHOLIM,SANQUELIM,LOCAL,PNJ,BCH,SNK,0,10,Y,O,22,,PNJ-BCH-SNK,pnj105,,,,,,,
pnj106,TONCA,MARCEL,VALPOI,LOCAL,TNC,MRCL,VLP,#N/A,#N/A,N,,16,,NOT INCLUDED,pnj106,,,,,,,
pnj107,TONCA,MARCEL,SAKHALI,LOCAL,TNC,MRCL,SNK,#N/A,#N/A,N,,7,,NOT INCLUDED,pnj107,,,,,,,
pnj108,PANJIM,MIRAMAR,G.M.C.BAMBL,LOCAL,PNJ,MRMR,BBL,#N/A,#N/A,Y,,14,,PNJ-MRMR-BBL,pnj108,,,,,,,
pnj109,BICHOLIM,MARCEL,PONDA,LOCAL,BCH,MRCL,PND,0,217,Y,O,14,,BCH-MRCL-PND,pnj109,,,,,,,
pnj11,PANJIM,S.WADI,BELGAUM,EXPRESS,PNJ,SWD,BGM,0,173,Y,IS,21,X,X:PNJ-SWD-BGM,pnj11,,,,,,,
pnj110,BICHOLIM,MARCEL,MARGAO,LOCAL,BCH,MRCL,MRG,0,218,Y,O,24,,BCH-MRCL-MRG,pnj110,,,,,,,
pnj111,PANAJI,CHORLA,BELGAUM CBT,EXPRESS,PNJ,CHRL,BGM CBT,0,202,Y,IS,25,X,X:PNJ-CHRL-BGM CBT,pnj111,,,,,,,
pnj112,PANJIM,ST.CRUZ,OLD BAMBOLI,LOCAL,PNJ,,OLD BBL,#N/A,#N/A,Y,,9,,PNJ--OLD BBL,pnj112,,,,,,,
pnj113,PNJ MARKET,GMC,OLD BAMBOLI,LOCAL,PNJ MKT,BBL,OLD BBL,#N/A,#N/A,Y,,5,,PNJ MKT-BBL-OLD BBL,pnj113,,,,,,,
pnj114,PANJIM,ST.CRUZ,GMC COLNY,LOCAL,PNJ,,BBL,#N/A,#N/A,Y,,4,,PNJ--BBL,pnj114,,,,,,,
pnj115,PANJIM,ST.CRUZ,NAVSHI,LOCAL,PNJ,,NVS,#N/A,#N/A,Y,,5,,PNJ--NVS,pnj115,,,,,,,
pnj116,PANJIM,ALDONA/POIR,BICHOLIM,LOCAL,PNJ,ALD/PRA,BCH,#N/A,#N/A,Y,,14,,PNJ-ALD/PRA-BCH,pnj116,,,,,,,
pnj117,PANJIM,MPS/MRCL,MARGAO,LOCAL,PNJ,MPS/MRCL,MRG,#N/A,#N/A,N,,43,,NOT INCLUDED,pnj117,,,,,,,
pnj118,PANJIM,ST.CRZ,BMBL/ IPHB,LOCAL,PNJ,S.CRZ,BBL/IPHB,#N/A,#N/A,N,,4,,NOT INCLUDED,pnj118,,,,,,,
pnj119,PANJIM,MARGAO,SANVORDEM,SHUTTLE,PNJ,MRG,CURCH,#N/A,#N/A,N,,3,,NOT INCLUDED,pnj119,,,,,,,
pnj12,PANJIM,PONDA,MARGAO,LOCAL,PNJ,PND,MRG,0,5,Y,O,19,,PNJ-PND-MRG,pnj12,,,,,,,
pnj120,PANAJI,RIBANDER,OLDGOA,SHUTTLE,PNJ,RBND,OGA,#N/A,#N/A,N,SEASONAL,2,S,NOT INCLUDED,pnj120,,,,,,,
pnj121,PONDA,BHANASTARI,OLDGOA,SHUTTLE,PND,BNST,OGA,#N/A,#N/A,N,,2,S,NOT INCLUDED,pnj121,,,,,,,
pnj122,OLDGOA,PANAJI,MAPUSA,SHUTTLE,OGA,PNJ,MPS,#N/A,#N/A,N,SEASONAL,3,,NOT INCLUDED,pnj122,,,,,,,
pnj123,PNJ STAND,ST.INEZ,PNJ MARKET,LOCAL,PNJ,S.INZ,PNJ MKT,#N/A,#N/A,N,,12,,NOT INCLUDED,pnj123,,,,,,,
pnj124,RAJ BHAVAN,PNJ/PND,MALPAN,LOCAL,RB,PNJ/PND,MLPN,0,219,Y,O,36,,RB-PNJ/PND-MLPN,pnj124,,,,,,,
pnj125,PANAJI,PALSARE,PONDA,LOCAL,PNJ,PLSR,PND,0,220,Y,O,18,,PNJ-PLSR-PND,pnj125,,,,,,,
pnj126,PONDA,MARCEL,SAKHALI,LOCAL,PND,MRCL,SNK,0,126,Y,,12,,PND-MRCL-SNK,pnj126,,,,,,,
pnj127,PONDA,MKT/ST.INZ,CUJIRA,SHUTTLE,PND,MKT/S.INZ,CUJ,#N/A,#N/A,N,,4,,NOT INCLUDED,pnj127,,,,,,,
pnj128,PANAJIM,PATRADEVI,MARGAO,EXPRESS,PNJ,PTR,MRG,#N/A,#N/A,N,,2,X,NOT INCLUDED,pnj128,,,,,,,
pnj129,PANAJI,CORTALIM,VASCO,AC SHUTTLE,PNJ,CRT,VSD,#N/A,#N/A,Y,,2,S,S:PNJ-CRT-VSD,pnj129,,,,,,,
pnj13,PANJIM,LONDA,BELGAUM,EXPRESS,PNJ,LND,BGM,0,172,Y,IS,17,X,X:PNJ-LND-BGM,pnj13,,,,,,,
pnj130,PANAJI,RIBANDAR,OLDGOA,SHUTTLE,PNJ,RBND,OGA,#N/A,#N/A,N,SEASONAL,2,S,NOT INCLUDED,pnj130,,,,,,,
pnj131,OLD GOA,KARMALI,KARMALI STN,SHUTTLE,OGA,KRML,KRML RLY,#N/A,#N/A,N,SEASONAL,2,S,NOT INCLUDED,pnj131,,,,,,,
pnj132,KARMALI STN,PILLAR,MARGAO STN,SHUTTLE,KRML RLY,PLR,MRG RLY STN,#N/A,#N/A,N,NO,2,S,NOT INCLUDED,pnj132,,,,,,,
pnj133,PANAJI,NORTH/SOUTH,GOA DARSHAN,SHUTTLE,PNJ,0,0,#N/A,#N/A,N,SEASONAL,2,S,NOT INCLUDED,pnj133,,,,,,,
pnj134,OLDGOA,KARMALI,NEVRA,VOLVO,OGA,KRML,NVR,#N/A,#N/A,N,NO,2,,NOT INCLUDED,pnj134,,,,,,,
pnj135,OLDGOA,DARGA,PINTO GARAG,VOLVO,OGA,DRG,0,#N/A,#N/A,N,NO,2,,NOT INCLUDED,pnj135,,,,,,,
pnj136,PONDA,LOTOLIM,VASCO,SHUTTLE,PND,LTL,VSD,#N/A,#N/A,N,,2,S,NOT INCLUDED,pnj136,,,,,,,
pnj137,PONDA,BORIM,MARGAO,SHUTTLE,PND,BRM,MRG,#N/A,#N/A,N,,2,S,NOT INCLUDED,pnj137,,,,,,,
pnj138,PANAJI,BYPASS,PEDNEM,SHUTTLE,PNJ,0,PDN,#N/A,#N/A,N,,2,S,NOT INCLUDED,pnj138,,,,,,,
pnj139,PANAJI,RIBANDAR,OLDGOA FERY,LOCAL,PNJ,RBND,OGA FER,#N/A,#N/A,N,,5,,NOT INCLUDED,pnj139,,,,,,,
pnj14,PANJIM,MARGAO,KARWAR,LOCAL,PNJ,MRG,KWR,#N/A,#N/A,Y,IS,20,,PNJ-MRG-KWR,pnj14,,,,,,,
pnj140,PANAJI,ST.PEDRO,VASHI FERY,LOCAL,PNJ,SPF,VSH FER,#N/A,#N/A,N,,8,,NOT INCLUDED,pnj140,,,,,,,
pnj141,SAO PEDRO,DIVAR CENTR,VASHI FERY,LOCAL,SPF,DWR,VSH FER,#N/A,#N/A,N,,4,,NOT INCLUDED,pnj141,,,,,,,
pnj15,PANJIM,SHUTTLE,MARGAO,SHUTTLE,PNJ,SHTL,MRG,#N/A,#N/A,Y,,2,S,S:PNJ-SHTL-MRG,pnj15,,,,,,,
pnj16,PANJIM,0,VASCO,SHUTTLE,PNJ,,VSD,#N/A,#N/A,Y,,2,S,S:PNJ--VSD,pnj16,,,,,,,
pnj17,PANJIM,0,MARGAO,AC LUXURY,PNJ,,MRG,#N/A,#N/A,N,,2,,NOT INCLUDED,pnj17,,,,,,,
pnj18,HARMAL,SIOLIM,MAPUSA,LOCAL,HRML,SOL,MPS,0,189,Y,O,12,,HRML-SOL-MPS,pnj18,,,,,,,
pnj19,PANJIM,BELGAUM,BADAMI,EXPRESS,PNJ,BGM,BDMI,#N/A,#N/A,Y,IS,24,X,X:PNJ-BGM-BDMI,pnj19,,,,,,,
pnj2,PANJIM,DODAMARG,MORLE,LOCAL,PNJ,DMG,MRL,#N/A,#N/A,Y,,31,,PNJ-DMG-MRL,pnj2,,,,,,,
pnj20,PANJIM,CORTALIM,MARGAO,LOCAL,PNJ,CRT,MRG,0,2,Y,O,16,,PNJ-CRT-MRG,pnj20,,,,,,,
pnj21,PANJIM,MPS-BICHOLI,KUDACHIRE,EXPRESS,PNJ,MPS/BCH,KDCR,0,183,Y,O,27,X,X:PNJ-MPS/BCH-KDCR,pnj21,,,,,,,
pnj22,PANAJI,CORTALIM,HARBOUR,LOCAL,PNJ,CRT,HRB,0,4,Y,O,19,,PNJ-CRT-HRB,pnj22,,,,,,,
pnj23,PANAJI,ZUARI NAGAR,VASCO,LOCAL,PNJ,ZNGR,VSD,#N/A,#N/A,Y,,18,,PNJ-ZNGR-VSD,pnj23,,,,,,,
pnj24,PANJIM,BANASTARI,PONDA,LOCAL,PNJ,BNST,PND,0,113,Y,O,11,,PNJ-BNST-PND,pnj24,,,,,,,
pnj25,PONDA,AGAPUR,AGP SHIMER,LOCAL,PND,AGP,AGP SMR,0,221,Y,O,8,,PND-AGP-AGP SMR,pnj25,,,,,,,
pnj26,PONDA,KARWADA,UNDIR,LOCAL,PND,KRWD,UND,0,222,Y,NO,8,,PND-KRWD-UND,pnj26,,,,,,,
pnj27,PANJIM,MAPUSA,SHEMECHEADV,LOCAL,PNJ,MPS,SMADV,0,175,Y,O,18,,PNJ-MPS-SMADV,pnj27,,,,,,,
pnj28,MARGAO,LONDA,BELGAUMCBT,LOCAL,MRG,LND,,#N/A,#N/A,N,IS,16,,NOT INCLUDED,pnj28,,,,,,,
pnj29,PANJIM,OLD GOA,GAWANDALI,LOCAL,PNJ,OGA,GWNDL,#N/A,#N/A,N,,6,,NOT INCLUDED,pnj29,,,,,,,
pnj3,PANJIM,A.I.RADIO,ALTINO,LOCAL,PNJ,AIR,ALT,0,174,Y,,4,,PNJ-AIR-ALT,pnj3,,,,,,,
pnj30,PANJIM,0,SECRETARIAT,EXPRESS,PNJ,,SECT,#N/A,#N/A,N,,2,X,NOT INCLUDED,pnj30,,,,,,,
pnj31,PANJIM,0,PRV EDU.,EXPRESS,PNJ,,PRV EDU.,#N/A,#N/A,N,,2,X,NOT INCLUDED,pnj31,,,,,,,
pnj32,PANJIM,MIRAMER,RAJBHAVAN,LOCAL,PNJ,MRMR,RB,#N/A,#N/A,Y,,6,,PNJ-MRMR-RB,pnj32,,,,,,,
pnj33,PANJIM,SALIGAO,CALANGUT,LOCAL,PNJ,SLG,CLG,0,190,Y,O,7,,PNJ-SLG-CLG,pnj33,,,,,,,
pnj34,PANJIM,BY PASS,KUDCHIRE,LOCAL,PNJ,0,KDCR,#N/A,#N/A,Y,,12,,PNJ-0-KDCR,pnj34,,,,,,,
pnj35,PANJIM,BETIM,MAPUSA,LOCAL,PNJ,BTM,MPS,#N/A,#N/A,N,,6,,NOT INCLUDED,pnj35,,,,,,,
pnj36,PANJIM,BY PASS,VIRDI,LOCAL,PNJ,0,VRD,#N/A,#N/A,Y,O,10,,PNJ-0-VRD,pnj36,,,,,,,
pnj37,PANJIM,BANASTARI,SANQUELIM,LOCAL,PNJ,BNST,SNK,0,45,Y,O,13,,PNJ-BNST-SNK,pnj37,,,,,,,
pnj38,SANQUELIM,SURLA,GHOTKATAL,LOCAL,SNK,SRL,GTKTL,#N/A,#N/A,N,,10,,NOT INCLUDED,pnj38,,,,,,,
pnj39,PANJIM,SIOLIM,HARMAL,LOCAL,PNJ,SOL,HRML,0,186,Y,O,19,,PNJ-SOL-HRML,pnj39,,,,,,,
pnj4,PANJIM,ST.INEZ,ALTINO,LOCAL,PNJ,S.INZ,ALT,#N/A,#N/A,Y,,4,,PNJ-S.INZ-ALT,pnj4,,,,,,,
pnj40,PANJIM,PORVORIM,MAPUSA,LOCAL,PNJ,PRV,MPS,#N/A,#N/A,Y,,9,,PNJ-PRV-MPS,pnj40,,,,,,,
pnj41,PANJIM,MPS-PEDNE,MOPA,LOCAL,PNJ,MPS-PDN,MPA,0,204,Y,O,27,,PNJ-MPS-PDN-MPA,pnj41,,,,,,,
pnj42,PANJIM,SHIRODA,VENGURLA,EXPRESS,PNJ,SRD,VNGL,0,182,Y,IS,26,X,X:PNJ-SRD-VNGL,pnj42,,,,,,,
pnj43,PANJIM,AMN - SQL,SURLA,LOCAL,PNJ,AMN-SQL,SRL,0,191,Y,O,22,,PNJ-AMN-SQL-SRL,pnj43,,,,,,,
pnj44,PANJIM,MARCEL,VOLVOI,LOCAL,PNJ,MRCL,VLV,0,192,Y,O,17,,PNJ-MRCL-VLV,pnj44,,,,,,,
pnj45,PANJIM,MRC-VLV,PONDA,LOCAL,PNJ,MRC-VLV,PND,0,193,Y,O,24,,PNJ-MRC-VLV-PND,pnj45,,,,,,,
pnj46,PANJIM,PONDA,VAGURME,LOCAL,PNJ,PND,VGRM,0,194,Y,O,18,,PNJ-PND-VGRM,pnj46,,,,,,,
pnj47,PANJIM,MPS-VLP,COPARDE,EXPRESS,PNJ,MPS-VLP,CPD,#N/A,#N/A,Y,,31,X,X:PNJ-MPS-VLP-CPD,pnj47,,,,,,,
pnj48,PANJIM,MPS-VLP,RIVE,EXPRESS,PNJ,MPS-VLP,RVE,0,185,Y,O,37,X,X:PNJ-MPS-VLP-RVE,pnj48,,,,,,,
pnj49,PANJIM,SANTA CRUZ,BAMBOLI GMC,LOCAL,PNJ,S.CRZ,BBL,#N/A,#N/A,Y,O,3,,PNJ-S.CRZ-BBL,pnj49,,,,,,,
pnj5,PANJIM,MAPUSA,BADEM,LOCAL,PNJ,MPS,BDM ,0,84,Y,O,16,,PNJ-MPS-BDM ,pnj5,,,,,,,
pnj50,PANJIM,SANTA CRUZ,GOA UNVRSTY,LOCAL,PNJ,S.CRZ,GU,#N/A,#N/A,N,,4,,NOT INCLUDED,pnj50,,,,,,,
pnj51,PANAJI,PLR - CRT,TITAN,LOCAL,PNJ,PLR - CRT,TTN,0,94,Y,O,13,,PNJ-PLR - CRT-TTN,pnj51,,,,,,,
pnj52,PANAJI,MAPUSA,AGARWADA,LOCAL,PNJ,MPS,AGWD,#N/A,#N/A,N,,20,,NOT INCLUDED,pnj52,,,,,,,
pnj53,PANAJI,AMONA,RIVE,EXPRESS,PNJ,AMN,RVE,0,206,Y,O,29,X,X:PNJ-AMN-RVE,pnj53,,,,,,,
pnj54,PANJIM,BANASTARI,ENG COLLEGE,LOCAL,PNJ,BNST,0,#N/A,#N/A,Y,,14,,PNJ-BNST-0,pnj54,,,,,,,
pnj55,PANJIM,CORTALIM,VASCO,LOCAL,PNJ,CRT,VSD,0,3,Y,O,16,,PNJ-CRT-VSD,pnj55,,,,,,,
pnj56,MAPUSA,ASAGAO,BADEM,LOCAL,MPS,ASG,BDM ,0,64,Y,O,9,,MPS-ASG-BDM ,pnj56,,,,,,,
pnj57,MAPUSA,KUCHELI,SIOLIM TAR,LOCAL,MPS,KCHL,SOL TAR,#N/A,#N/A,N,,7,,NOT INCLUDED,pnj57,,,,,,,
pnj58,PONDA,KHANDEPAR,VAGURME,LOCAL,PND,KNDPR,VGRM,0,92,Y,O,6,,PND-KNDPR-VGRM,pnj58,,,,,,,
pnj59,VOLVAI,BETKI,MARCEL,LOCAL,VLV,BTK,MRCL,0,195,Y,O,6,,VLV-BTK-MRCL,pnj59,,,,,,,
pnj6,PANJIM,SHUTTLE,MAPUSA,SHUTTLE,PNJ,SHTL,MPS,#N/A,#N/A,Y,,2,S,S:PNJ-SHTL-MPS,pnj6,,,,,,,
pnj60,PNJ MKT,PONDA/NAVE,TAMDI SURLA,LOCAL,PNJ MKT,0,TSRL,0,207,Y,,32,,PNJ MKT-0-TSRL,pnj60,,,,,,,
pnj61,PANAJI,PONDA/SATPA,TAMDI SURLA,LOCAL,PNJ,0,TSRL,#N/A,#N/A,Y,O,28,,PNJ-0-TSRL,pnj61,,,,,,,
pnj62,PONDA,DABAL,KODLI TISK,LOCAL,PND,DBL,CDL TSK,0,196,Y,O,8,,PND-DBL-CDL TSK,pnj62,,,,,,,
pnj63,PANAJI,PEDNE,PETHCHEWADI,LOCAL,PNJ,PDN,PTHWD,0,197,Y,O,22,,PNJ-PDN-PTHWD,pnj63,,,,,,,
pnj64,PANAJI,MAFSA,PEDNE,LOCAL,PNJ,MPS,PDN,0,208,Y,O,18,,PNJ-MPS-PDN,pnj64,,,,,,,
pnj65,PANAJI,PEDNE,TEREKHOL,EXPRESS,PNJ,PDN,TRKL,0,65,Y,X,24,X,X:PNJ-PDN-TRKL,pnj65,,,,,,,
pnj66,MARGAO,BORIM,R.E.COLLAGE,LOCAL,MRG,BRM,RCOL,#N/A,#N/A,Y,,10,,MRG-BRM-RCOL,pnj66,,,,,,,
pnj67,PANJIM,BICHOLIM,AMTHANE,LOCAL,PNJ,BCH,AMT,0,198,Y,O,25,,PNJ-BCH-AMT,pnj67,,,,,,,
pnj68,PANJIM,BICHOLIM,VIRDI,LOCAL,PNJ,BCH,VRD,0,199,Y,O,27,,PNJ-BCH-VRD,pnj68,,,,,,,
pnj69,PANJIM,BICHOLIM,SRD.COLLAGE,LOCAL,PNJ,BCH,SRD COL,#N/A,#N/A,Y,,30,,PNJ-BCH-SRD COL,pnj69,,,,,,,
pnj7,PANJIM,SHUTTLE,SAKHALI,SHUTTLE,PNJ,SHTL,SNK,#N/A,#N/A,Y,,2,S,S:PNJ-SHTL-SNK,pnj7,,,,,,,
pnj70,CODLI TISK,PONDA,PANJIM,LOCAL,CDL TSK,PND,PNJ,#N/A,#N/A,Y,O,21,,CDL TSK-PND-PNJ,pnj70,,,,,,,
pnj71,SANVORDEM,KAKORDA,SOLYE,LOCAL,CURCH,KKRD,SLYE,0,223,Y,O,3,,CURCH-KKRD-SLYE,pnj71,,,,,,,
pnj72,PANJIM,OLDGOA,PONDA,SHUTTLE,PNJ,OGA,PND,#N/A,#N/A,Y,,2,S,S:PNJ-OGA-PND,pnj72,,,,,,,
pnj73,AMTHANE,COLVALE,PANAJI,LOCAL,AMT,CLVL,PNJ,0,209,Y,O,19,,AMT-CLVL-PNJ,pnj73,,,,,,,
pnj74,VOLVAI,VAGURME,MARGAO,LOCAL,VLV,VGRM,MRG,#N/A,#N/A,N,,19,,NOT INCLUDED,pnj74,,,,,,,
