stop_name,stop_code,latitude,longitude
HIVARGAON,HVRGN,19.94828,74.09881
INDORE,IDRDN,20.056843,73.805669
INDORE FATA,IDREFT,19.99464,73.79031
IGATPURI,IGT,19.69375,73.56887
IGATPURI RLY. STN.,IRN,19.69496,73.56441
IGATPURI BYPASS,ITBS,19.69275,73.54401
JADHAV VASTI,JADHAD,20.0833,74.12587
JADHAV VASTI,JADVSTA,20.54805,73.553016
JATEGAON,JATONTN,19.961726,73.643983
JAWALE,JAWALEPN,20.403699,73.575078
JAYKHEDA,JAYDA,20.802008,74.17634
JAMBOOT FATA,JBOTFT,19.13961,74.02008
JAIDAR,JDR,20.592104,73.892358
JEOUR,JEOURNN,20.403367,74.613152
JAGDHNE WADA,JGDHAA,20.313058,74.646279
JOGMODI FATA,JGDIFT,20.317663,73.617048
JOGALTEMBHI,JGLNN,19.967924,73.947075
JOGMODI FATA,JGMDIFT,20.350086,73.595706
JAIGAON,JGN,19.932492,73.975219
JAKHORI FATA,JHRIFT,19.92769,73.91553
JAIDAR FATA,JIARFT,20.584732,73.932621
JAHULE,JJHLDN,20.404137,73.577114
JALGAON,JJLAMN,20.406042,74.486526
JAMGAON,JJMASN,19.84798,73.92518
JAKHORI VILLAGE,JKHVL,19.9667,73.91651
JALGAON,JLANN,20.42013,74.49218
JALGAON,JLAYN,20.05344,74.36772
JALKHED FATA,JLHDN,20.31836,73.69677
JALUKLE,JLKLE,20.19694,73.96667
JAMBUTAKE FATA,JMBUIA,20.176146,73.731866
JAMUL PADA,JMLPD,20.083812,73.34947
JAMBUTAKE,JMUDN,20.202098,73.83092
JANOARI FATA,JNANN,20.072283,73.904259
JANORI FATA,JNRDN,20.030131,73.855128
JANARAO WADI,JNRMS,20.044643,74.575229
JONDHALWADI,JODDI,20.287055,74.558421
JOPUL,JPL,20.1981,73.9016
JOPUL GAON,JPLCN,20.241305,74.165073
JOPUL FATA,JPULFT,20.19833,73.90737
JIRVADE,JRAKN,20.561476,73.886575
JORAN FATA,JRANFT,20.314055,73.705372
JEJURKAR MALA,JRML,20.041884,74.556615
JIRWADE VILLAGE,JRWAAA,20.558547,73.80617
JAITAPUR FATA,JTPRFTD,20.34009,74.03212
JAMUVANT PADA,JUNTPD,20.559427,73.602266
JAWALE,JWALE,20.408617,73.568884
JAWHAR FATA,JWARFT,19.6655,73.50055
JAYBARI,JYBRI,20.594726,74.042713
JAYADARE,JYDYN,20.15982,74.535336
KHADAKWADI/BHILMAL,KAATNK,19.901413,73.545813
KARANJUL,KAAUL,20.624778,73.595708
KAMBALE,KABLE,19.95965,73.62973
KHAMBALE FATA,KABNN,19.95978,73.6366
KHAMBALE,KABSN,19.80044,74.12418
KHANDAL WADI,KADCN,20.274633,74.094983
KHADGAON FATA,KADGAA,20.339159,74.500403
KHOPADI BUDRUK,KADIBD,19.83926,74.10759
KHANDOL MAL,KADSN,20.599636,73.612519
KHANGAON,KAGANN,20.1595,74.16963
KHADGAON FATA,KAGKN,20.545087,74.030726
KHADGAON,KAGNN,20.339159,74.500403
KAKANE,KAKANE,20.554317,74.066007
KAKADGAON,KAKD,20.7137,74.363638
KHADKI,KAKDN,20.244083,73.76274
KHADK SUKENA,KAKDNK,20.17474,73.90508
KHAMKHADA,KAKSN,20.527657,74.126719
KHAMKER VASTI,KAKYN,19.976431,74.574895
KALMATHE,KAMHE,20.472601,73.990462
KARAMBAL (HATGAD),KAMKKN,20.529588,73.84504
KANADI,KANADI,20.134963,74.379303
KHAPRALE FATA,KAPRIA,19.82069,73.89738
KARI,KARIN,20.182226,74.453948
KHAPRALE,KARSN,19.820119,73.923118
KAPASI FATA,KASF,20.42314,74.16969
KATAMGAON,KATM,20.01438,74.567516
KAUTKHEDA,KAUK,20.035215,74.625165
KAULANE,KAUNE,20.48856,74.50959
KACHARU PADA,KCHAIA,20.412607,73.551872
KADWA FACTORY,KDADN,20.229821,73.919781
KADRANJUL FATA,KDASN,20.563575,73.60149
KALAMB DIMBA COLONY,KDC,19.04484,73.95645
KADA KARKHANA,KDDN,20.2264,73.92502
KANMANDALE,KDEQ,20.304132,74.085666
KHADAKMALEGAON,KDME,20.15952,74.1697
KANADGAON FATA,KDOF,20.282438,74.440004
KADUS FATA,KDUSFT,18.84688,73.88361
KELAVAN,KEAN,20.319645,73.614434
KHEDGAON COLONY,KEDGIA,20.210285,73.972664
KHEDLE ZUNGE GAON,KEDLIA,20.04656,74.21008
KHEDGAON FATA,KEDN,20.527205,74.026141
KHEDLE FATA,KELEFT,20.329595,73.790556
KELI,KELIAA,19.66235,73.91247
KHEDLA PAT,KELNN,20.04656,74.21008
KHERUDE,KEUSN,20.491235,73.775525
KOLHAPAR,KHAKKN,20.482602,74.016583
KOHLAPUR FATA,KHAKN,20.470372,74.009897
KHAMGAON,KHAMGN,19.963248,74.660993
KHOBALA,KHBLA,20.49988,73.591503
KAHADDEL DHOND,KHDH,20.475613,73.470023
KHADKHI PADA,KHDKPD,20.434619,73.54289
KHEDGAON,KHDON,20.22987,73.95353
KHED,KHDS,20.498901,73.607445
KHEDALE,KHELE,20.319899,73.796764
KHERWADI,KHEW,20.07319,74.072581
KHIRDI,KHIRDI,20.191392,74.662898
KHOKARI,KHKRSN,20.545837,73.584639
KACHURLI WADI,KHLIWD,19.950039,73.49346
KHAMBATE,KHME,19.73559,73.63523
KHAMBALE FATA,KHMF,19.76155,74.09811
KHAMBALE FATA,KHMFTN,19.962163,73.644486
KHOPADI,KHOI,19.834734,74.126748
KISHYAPI NAGAR,KHPING,20.07347,73.61284
KHIRAD FATA,KHRDFT,20.436335,73.772935
KHATWAD,KHTWD,20.11681,73.80967
KHIRAD FATA,KIAKN,20.470071,73.779237
KAILAS NAGAR,KIASNG,20.01075,73.81049
KHIRDI SATE FATA,KIDYNK,20.141883,74.569713
KHAIRGAON,KIGNNSK,20.076219,74.419245
KRISHNA GAON,KIHDN,20.321159,73.885458
KIRTANGALI,KITLI,19.908133,74.154716
KHIRVIRE FATA,KIVAA,19.68875,73.80278
KHIRVIRA,KIVR,19.64902,73.85731
KARANJKHED FATA,KJKEDN,20.427215,73.776261
KOJOLI,KJLTN,19.89656,73.528608
KHADAK JAMB,KJM,20.25038,74.07844
KHADGAON,KKAGKN,20.547601,74.034571
KHANGAON,KKAGNN,20.1524,74.19499
KHADKI,KKAKKN,20.592086,73.892349
KHARWANDI,KKAWYN,20.111568,74.679095
KOLAM,KKLMYN,20.087006,74.631415
KUMBHARI,KKMHNN,20.14461,74.029
KOKANGAON FATA,KKNG,20.15218,73.98302
KOKAN KHEDE,KKNKHD,20.288077,74.34936
KARANJI,KKRNNN,19.9767,74.19735
KARANJAL,KKRNSN,20.705949,74.146577
KASARWADI,KKSRSN,19.66815,74.08895
KOTHARE FATA,KKTAMN,20.695498,74.374715
KATARWADI,KKTRCN,20.206219,74.398114
KATARNI,KKTRYN,20.244731,74.349375
KELI VILLAGE,KLAA,19.66234,73.91249
KOLWAD FATA,KLADAY,20.08211,74.11078
KALMANE,KLADN,20.408075,73.521356
KALWAN FATA,KLAMN,20.478726,74.025395
KOLGAON,KLANN,19.99464,74.23992
KOLGAON,KLAYN,20.128692,74.633922
KALBHAIRAV,KLBADGSD,20.047328,74.556541
KOLTEK FATA,KLECN,20.218735,74.242555
KALKHODE FATA,KLHCN,20.20124,74.28284
KALKHADI,KLHDN,20.539393,74.136093
KALKHADI,KLHSN,20.528029,74.108314
KALANI FACTORY,KLNFTY,20.34009,74.03212
KOLPEWADI,KLPD,19.89105,74.35099
KHELDARI,KLRI,20.36767,74.15447
KALMUTHE FATA,KLUKN,20.461249,73.979146
KALMUSTE FATA,KLUTN,20.102875,73.377561
KALE VASTI,KLVSARA,20.10378,74.16329
KALWADI,KLWAKH,19.65196,74.02809
KAMALICHIWADI,KMAC,20.002546,73.481197
KUMSADI FATA,KMAKN,20.558339,73.806618
KUMBHARI,KMHKA,19.90542,74.41015
KOMBHALI,KMHLAAR,19.62347,73.90998
KOMALVADI,KMLSN,19.97044,74.05912
KUMSADI VILLAGE,KMSAAA,20.558603,73.806179
KANMANDALE FATA,KNACN,20.30433,74.08561
KANALAD FATA,KNAF,20.073215,74.146363
KUNDALGAON,KNAMN,20.32369,74.46211
KANDHANE,KNDEIN,20.46188,73.91539
KONDHAR,KNDHR,20.340741,74.533309
KANADGAON,KNDMN,20.342315,74.47408
KONDILPADA GHAT STARTS,KNDPDGS,20.450947,73.490531
KUNDEVADI,KNENN,20.10718,74.06249
KUNDEWADI FATA,KNESN,19.84466,74.02366
KANKURI VILLEGE,KNKUIA,19.75591,74.17495
KANLAD GAON,KNLAIA,19.966945,74.27431
KHANDERAO MANDIR,KNMN,20.04525,73.97201
KONAMBE VILLEGE,KNMSN,19.779719,73.918627
KANASHI FATA,KNSHFT,20.51019,73.92793
KANASHI,KNSHI,20.53019,73.90255
KANASIK,KNSKN,20.491568,73.925945
KANKURI FATA,KNUSN,19.7548,74.16583
KOLAWADI,KOAW,20.0986,74.15636
KOSHIMBE,KOHBE,20.353625,73.772026
KHORI FATA,KOIDN,20.405114,73.80517
KONKANGAON,KOKG,20.13412,73.96751
KOLI PADA,KOLIPD,20.457174,73.484331
KONE,KONE,20.070159,73.530665
KOTHUL,KOTHULSN,20.587318,73.565441
KOTHURE,KOTRE,20.01124,74.07315
KOSURDE,KOUDE,20.54091,73.825961
KOKANWADI,KOWA,19.68875,73.80278
KOPADI KHURD,KPDH,19.83915,74.10784
KERUPATIL WADI,KPILWD,19.937334,74.093617
KEPA NAGAR,KPSN,19.93279,74.09263
KURNALI,KRADN,20.14681,73.94263
KARANJVAN FATA,KRANIA,20.25149,73.75277
KARVANDARA FATA,KRASNK,19.68283,74.09385
KARNGKHED FATA,KRGSN,20.628466,74.041211
KARHE,KRHE,20.65488,74.276983
KORHATE,KRHTE,20.16728,73.86383
KRISHNA NAGAR,KRIHNGR,20.316601,73.882257
KARANJKHED,KRJH,20.426904,73.74525
KARAMBAL,KRMKN,20.533919,73.868411
KARANJGAON,KRNNN,20.02215,74.03812
KRISHNA NAGAR NEW,KRSHNGRN,20.29484,73.87759
KARSUL,KRUNN,20.14239,74.03006
KARWADI FATA,KRWF,19.92465,74.313188
KASABE SUKENA,KSABIA,20.07832,74.01303
KASARKHEDA,KSAH,20.1465,74.44137
KASHYAPI NAGAR,KSHYNGR,20.061859,73.606681
KUSMADI,KSMDI,20.157854,74.484945
KASARA,KSRA,19.64739,73.47467
KASARA,KSRAIN,19.6472,73.4744
KUSURGAON,KSRGN,20.148136,74.4712
KASTI FATA,KSTIFT,20.608478,74.480025
KOSAVAN,KSVKN,20.596729,73.884207
KATHI PADA,KTHIPD,20.571575,73.529936
KOTHURE FATA,KTHU,20.07298,74.08378
KOTAMGAON,KTMNN,20.17498,74.17055
KATARNI,KTRNI,20.186964,74.37034
KOTHURE GAON,KTUNN,20.069907,74.068749
KATE VASTI,KTVMS,20.11884,74.45248
KHATWAD FATA,KTWF,20.127773,73.812686
KUNDANE FATA,KUFA,20.414869,74.002433
KUMBHARDE,KUHDE,20.368122,74.357768
KOTHULE PADA,KULEPD,20.573855,73.541013
KUNDANE,KUNE,20.429295,73.906084
KUNDALGAON,KUNON,20.306961,74.449968
KHUNTEVADI FATA,KUNTEA,20.45103,74.23653
KUNDEWADI,KUNW,19.83964,74.02848
KURHE,KURHE,19.78311,74.16915
KURNOLI FATA,KURNFT,20.14691,73.93801
KURULI FATA,KUUF,18.73174,73.85634
KAVALANE VASTI,KVAN,20.485917,74.509542
KADVA DUBERE,KVDBS,19.77832,73.97324
KAVADDARA,KVDIN,19.76039,73.77155
KAVLANE,KVLNE,20.486971,74.509695
KHARWAL FATA,KWAF,20.03805,73.48145
KADAWA DUBERE,KWDRS,19.77858,73.97355
KALWAN,KWN,20.478556,74.025402
KISHYAPI RIVER BRIDGE,KYRBG,20.07661,73.61532
L & T -MALEGAON FATA,L&TIA,19.864904,73.96516
LATIFWADI,LAFDI,19.66719,73.5011
LAKHALGAON,LAKL,19.99775,73.9127
LAKHAMAPUR,LAKM,20.22589,73.83998
LAVALI,LAVALI,19.995072,73.55853
LADGAV,LDASN,20.526418,73.673832
LADGAON BUBALI,LDBL,20.519515,73.691228
LADING,LDNDD,20.76821,74.729039
LASALGAON,LGN,20.14713,74.23488
LOKHANDE WADI,LHADPAR,20.20713,73.89447
LAHVITH,LHIIN,19.85594,73.81521
LOHNER,LHNR,20.423234,74.169675
LAHOLI FATA,LHOLAA,19.942702,73.838414
LOHASHINGWE,LHSIN,19.82525,73.78995
LAHIT,LHT,20.103283,74.547821
LAHAVIT RLY. STN.,LHVTRNSK,19.81668,73.78106
LAKHARI,LKAKN,20.584783,73.932316
LAKHAMANPUR FATA,LKAMN,20.258365,73.851058
LAKHMAPUR GAON,LKHMIA,20.292191,73.822159
LAKALGAON,LKLAN,20.00004,73.92248
LAKHMAPUR FATA,LKMDN,20.25292,73.864
LAKHMAPU,LKMSN,20.554263,74.347288
LOLAGE VASTI,LLGNN,20.08739,74.25053
LOHNER,LLHESN,20.514871,74.195887
LAKHANI,LLKAKN,20.542071,73.880737
LONARWADI,LLNRSN,19.82016,73.97114
LONWADI,LNAI,20.16881,73.99202
LASALGAON CHANDWAD FATA,LSALHA,20.313366,74.24526
LASALGAON MANMAD FATA,LSLNNK,20.263322,74.407052
LOUWE WARKHADA,LUEKN,20.546784,73.844822
LOWER TIRAL,LWERAA,20.503884,73.809712
LOWE OZER,LWKN,20.503884,73.809712
MAHAULI,MAALI,19.34726,74.20566
MHASALKORE,MAANN,19.98701,74.11716
MOHADI FATA,MADIFT,20.18113,73.86887
MANGRULE,MAGLE,20.323709,74.201091
MANGRUL,MAGUL,20.327958,74.197953
MAHARASHTRA COL. FATA,MAHCOLFT,20.07781,73.8053
MAHALPATANE,MAHNE,20.522111,74.317006
MANJARGAON,MAJG,20.001459,74.09488
MAL,MALQD,20.10645,74.22785
MANAS HOTEL,MANASHT,19.69726,73.52857
MANI,MANIS,20.501278,73.610018
MANORI,MANORI,20.0791,73.80496
MADSANGAVI,MASVI,20.00242,73.86799
MATULTHAN,MAUAN,20.038758,74.486391
MAVADI FATA,MAVF,20.32909,73.89738
MAHIRAWANI,MAWN,19.9651,73.65103
MALYACHI WADI,MAYW,19.82073,73.87986
MCDOLL COMPANY,MCDOLL,20.254792,73.859914
MANCHAR,MCR,19.00422,73.9465
MIDC,MDCAMAM,20.171078,73.825633
MADKIJAMB FATA,MDIDN,20.193051,73.792271
MADKIJAMB,MDJMB,20.174638,73.793637
MADAKI JAMB,MDKDN,20.202106,73.830961
MEHADARI,MEARI,19.88712,73.93865
MALEGAON NAKA,MEGMMN,20.5677,74.55533
MC DEPO FATA,MENN,20.058937,73.805428
MALEGAON FATA,MEONFTS,19.86276,73.97029
MERI,MERI,20.01225,73.79574
MERI COLONY,MERICL,20.03244,73.802727
MESHI,MESHI,20.44534,74.3794
MHERVANI,MEVN,19.966725,73.66323
MAHEGAON DESHMUKH,MGDS,19.90902,74.39224
MAGRULE,MGUCN,20.323373,74.204444
MOHABARI FATA,MHABAA,20.529569,73.903025
MAHALKHEDA,MHAH,20.007839,74.387831
MOHANDARI FATA,MHANAA,20.429295,73.906084
MOHPADA,MHASN,20.507572,73.753933
MAHOBARI,MHBKN,20.567981,73.919856
MOHADI,MHDIDN,20.14509,73.89406
MEHADAR FATA,MHDKN,20.40503,73.988642
MAHADEO NAGAR,MHDNN,20.07232,74.27641
MAHADEO TEMPLE,MHDSN,19.909447,73.982352
MAHIRAVANI,MHIA,19.96592,73.660057
MAHAJE,MHJE,20.282827,73.636073
MHALUNGI,MHLUNGI,19.700467,73.897896
MAHAMARG,MHMRG,19.98788,73.78257
MOHPADA FATA,MHPAUA,20.528949,73.662037
MOHAPADA,MHPKN,20.465404,73.80625
MAHADARI FATA,MHRF,20.4093,73.88088
MAHIRAWANI VILLAGE,MHRTN,19.9651,73.65103
MHASARUL,MHSRL,20.03329,73.80306
MAIN GATE,MINN,20.10264,73.93693
MANJARGAON FATA,MJONFT,19.986823,74.117162
MAKRAND WADI,MKADN,20.42317,74.1697
MAKARAND WADI FATA,MKAREA,20.367529,74.15421
MUKHED FATA,MKEYN,20.05626,74.33508
MUKHED,MKHD,20.20755,73.95288
MANIK KHAMB,MKKM,19.75542,73.64698
MALHAR FATA,MLAKN,20.517909,74.031194
MALGAVAN,MLASN,20.526382,73.67395
MALEDUMALE FATA,MLDDN,20.376929,73.842093
MANGALIDAR,MLDR,20.600195,73.793138
MALEGAON,MLG,20.554534,74.534393
MALEGAON OLD,MLGNOLD,20.528308,74.522671
MALEGAON X RD.,MLGNXRD,20.507945,74.469527
MULANA VILLAGE,MLNKN,20.372667,73.940355
MAL RAN,MLRN,20.11725,74.16732
MELA STAND,MLSTD,19.998019,73.780338
MALWADI,MLWDI,20.470611,74.186585
MAKHAMALABAD FATA,MMADFT,20.046175,73.79192
MANMAD,MMD,20.25634,74.44136
MAMDAPUR FATA,MMDP,20.078441,74.671281
MUMGASA,MMGSA,20.489833,74.435301
MOHA PADA,MMHPN,20.520148,73.699715
MAHUR,MMHRKN,20.467835,74.007837
MUKHED,MMKEYN,20.001356,74.317123
MALWANDI,MMLAYN,20.121148,74.601101
MALAGAON FATA,MMLGSN,20.61516,73.983942
MALI VASTI,MMLYN,20.153946,74.60868
MAMDAPUR,MMMAYN,20.11038,74.677235
MANJARGAON,MMNANN,19.99728,74.11835
MANEGAON,MMNGSN,19.805424,74.006147
MANGARUL FATA,MNACN,20.322709,74.203313
MANMAD FATA,MNADFMN,20.165395,73.998898
MUNJABA FATA,MNANNK,20.15422,74.14808
MULEGAON,MNEONTN,19.904849,73.613018
MENDHI,MNHSN,19.907768,74.154654
MANGITUNGI,MNISN,20.824606,74.086963
MANDANE FATA,MNNEFT,20.36071,73.89356
MANMODA,MNOSN,19.872046,74.129321
MANUR,MNRANN,19.99707,73.84387
MANORI FATA,MNRDN,20.081097,73.803915
MANORI FATA,MNRIFT,20.082042,73.803733
MANJRE / ZADI FATA,MNRMN,20.393544,74.442125
MANORI,MNRSN,19.74463,74.15824
MANORI FATA,MNRYN,20.016192,74.32357
MOKBHANAGI,MOBGI,20.544098,74.017691
MOHEGAON FATA,MOEG,20.25038,74.551538
MOHA PADA,MOHAPDSN,20.520522,73.701741
MOHINIWADI,MOHW,19.954704,73.59204
MOKHBHANGI,MOKGI,20.562068,74.014054
MARHAL KHURD,MRASN,19.78069,74.1831
MARA BUDRAK,MRBSB,20.336283,74.620486
MARHAL LOWER,MRHLLWR,19.77935,74.18441
MORZHAR,MRHNN,20.249161,74.641013
MURMI,MRMI,20.108269,74.322283
MARATHI SCHOOL,MRTHVIT,20.09129,74.14511
MOREWADI,MRWDIS,20.57424,74.163498
MUSALGAON FATA,MSLSN,19.8405,74.05687
MALEWADI,MTEDIS,19.76155,74.09811
MATEWADI FATA,MTEWHA,20.349034,74.176012
MATEREWADI,MTRDN,20.26454,74.08855
MITHSAGAR,MTSSN,19.84202,74.24437
MATEWADI,MTWCN,20.346049,74.179468
MAUDI FATA,MUIDN,20.291902,73.934811
MULEGAON FATA,MULT,19.902216,73.613569
MUNDHEGAON,MUNH,19.77247,73.66054
MUSALGAON,MUSON,19.84034,74.05598
MUTHAL,MUTHAL,19.86421,73.87009
NANDURDI,NADDI,20.13475,74.10189
NADURI,NADURI,20.420114,73.901921
NANDURE SHINGOTE,NAEE,19.71891,74.13663
NAGADE,NAGADE,20.04411,74.516323
NEVARGAON FATA,NAGNFTN,20.09659,74.235595
NAGZARI,NAGZARI,20.459479,73.750179
NANASHI,NAHI,20.3409,73.622
NAIGAON,NAIGAI,19.953226,73.967905
NAKA NO. 6,NAKO,19.92631,73.83385
NANDUR,NANDR,20.0047,73.82649
NANASHI FATA,NANSHFT,20.242553,73.633461
NAGZARI RIVER/ RAJBHAVAN,NAZV,20.459509,73.750047
NASIK DHULE FATA,NDF,20.52951,74.5191
NANDURI,NDR,20.4093,73.88088
NANDUR NAKA,NDRNK,19.99667,73.8426
NANDUR FATA,NDUNNN,20.356529,74.560481
NEVARGAON,NEVGN,20.050671,74.399823
NIFAD,NFD,20.07682,74.10893
NAGYA SAGYA,NGANNK,20.392086,74.602224
NIMGAON/PIMPRI FATA,NGANSN,19.87168,74.1683
NAGARSUL RAILWY STATION,NGARAA,20.092693,74.534912
NIGDOL,NGDL,20.24,73.7718
NAGADE NAKA,NGDYN,20.040465,74.485113
NAGSHEVDI,NGHSN,20.512545,73.720955
NAGAIPADA,NGIDN,20.37121,73.747723
NAGAPUR FATTA,NGPNN,20.00817,73.97281
NAGARSUL,NGRSL,20.099377,74.54531
NAGSHE WADI,NGSHWD,20.510382,73.748016
NANDGAON VALUNJA FATA,NGVLFT,20.013956,73.481567
NAGZARI FATA,NGZRFT,20.457088,73.753106
NAIGAON VILLEGE,NIASN,19.951392,73.967608
NAIGAWAN,NIAYN,20.172826,74.47717
NASIK/ KALWAN FATA,NIKNKN,20.491892,74.022456
NIPHAD SUGAR FACTORY,NIPG,20.10582,74.03316
NASIK KARKHANA FATA,NKA,19.9217,73.88279
NAKODA,NKDA,20.509893,74.035947
NAKODA FATA,NKDAFT,20.514684,74.03254
NIMON KARHE FATA,NKF,19.678784,74.154956
NANDGAON KOHALI,NKH,20.018213,73.457195
NSK KARKHANA,NKKNN,19.904152,73.885228
NIKAM VASTI,NKMSN,20.13627,74.18384
NALA,NL,20.25472,73.751
NALVADA PADA,NLADN,20.275367,73.738956
NALWAD PADA,NLADPD,20.27554,73.73891
NALWADI FATA,NLDIFT,20.2019,73.83032
NILGAVON FATA,NLGAAA,20.58555,74.499398
NILKHEDA,NLHYN,20.144755,74.324104
NALVADI,NLVD,20.277665,73.758213
NILWANDI,NLWN,20.201995,73.830515
NIMGAWAN,NMACN,20.308155,74.27167
NIMGAV,NMASN,19.92158,74.16317
NIMBALE,NMBLE,20.23769,74.32597
NIMGAON,NMGAON,19.92477,74.0896
NIMANI,NMNI,19.993236,73.785701
NAMAPUR,NMPU,20.726608,74.310455
NIMGAON WAKADA,NMWK,20.134582,74.250916
NANDAGAON FATA,NNDAAA,20.2669,74.45169
NANDGAON FATA,NNDGAA,20.480491,74.509148
NANDURI / KALWAN FATA,NNDKWFT,20.334486,73.886001
NANDUR MAGNESHVAR,NNDMGVR,20.011653,74.152006
NANDESAR,NNDSR,20.006493,74.503528
NANDUR FATA,NNDUIA,20.00197,74.1438
NANDGAON,NNG,20.05435,74.24511
NAGAPUR,NNGPNN,20.265058,74.479
NANHAVE,NNHVE,20.274913,74.266176
NIMON,NNMNCN,20.31411,74.413045
NANDUR,NNNUNN,20.363809,74.533172
NANASHI / WANI X RD.,NNSHIXRD,20.33686,73.67647
NANDUR,NNUNN,20.292393,74.12296
NANDUR,NNUYN,20.022863,74.431731
NAVSARI,NNVANN,20.339255,74.500379
NIRGUDE,NRGDETN,20.115408,73.428851
NIRHALE,NRHLE,19.75516,74.20733
NARKHEDA,NRHYN,20.099583,74.584
NARUL ASRAM,NRLKN,20.400644,73.974675
NARUL VILLAGE,NRLKNK,20.400631,73.974669
NARAYANGAON,NRYGN,19.11753,73.97348
NAGESHWADI FATA,NSDIFT,20.513539,73.719109
NASIK CBS,NSKCBS,19.998021,73.780353
NASIK FATA,NSKFT,18.597764,73.801568
NASHIK MELA STAND,NSKMSD,20.000733,73.780851
NASIK NIMANI,NSKNMN,20.011725,73.797134
NASIK ROAD FATA,NSKO,19.951037,73.843986
NASIK OLD,NSKOLD,20.001253,73.782091
NASIK PANCHVATI,NSKPANV,19.99438,73.79753
NASIK ROAD,NSKRD,19.99473,73.78449
NASIK SATPUR,NSKSTP,19.99061,73.73241
NYTALE,NTL,20.06939,74.16736
NAITALA,NTLA,20.06946,74.16759
NAVASARI,NVSARI,20.345635,74.511932
NEW AOR - NAKA,NWANNK,20.01044,73.81097
NEW BEJ,NWBJ,20.511211,74.070346
NEW CBS,NWCBS,19.99801,73.78044
OZARKHED COLANY,OARKIA,20.27122,73.85386
OLD BEJ,OBJ,20.515596,74.072233
ODHA,ODHA,19.99711,73.90694
OZERKHEDA,OEKEBJ,20.276449,73.874976
OZHARKHED GAON,OHRDN,20.257968,73.851544
OLD ADGAON NAKA / HIRAWADI FATA,OLDA,19.99393,73.79687
OLD RATIR,OLDTR,20.66399,74.2973
ONEY,OREY,20.08166,73.98824
OLD ROAD FATA,ORFTNN,20.07347,73.61284
OFFICERS QUARTERS,ORQ,19.8423,73.81958
OCTRAI NAKA,OTAINK,20.03939,73.804559
OTUR VILLAGE,OUKN,20.404907,73.988651
OZARKHED & DAM,OZARDAM,20.276175,73.875213
OZAR,OZR,20.09645,73.926807
OZARKHED,OZRED,20.27511,73.87469
OZARKHED,OZREDTN,20.049126,73.62337
PANADANE,PAANE,20.362702,73.851887
PRATAP GAD,PAARMS,20.552989,73.613283
PABALWADI,PABALWD,20.10305,74.22638
PADA,PADA,20.098488,73.482779
PADA,PADAN,20.22656,73.83321
PADE,PADED,20.222843,73.78952
PALKHED,PAED,20.19371,73.85631
PIMPARKHED FATA,PAEDFT,20.339261,73.7847
PANEWADI,PAEDI,20.288838,74.536148
PANCHAWATI,PAHT,20.01636,73.82532
PANJARWADI,PAJW,20.048128,74.588096
PALE FATA,PALEFT,20.463866,74.002757
PALSAN FATA,PALSANFT,20.431272,73.562993
PANDHURLI,PANL,19.80965,73.81743
P. GAON GARUDESHVAR,PANNZ,20.011618,73.63367
PIMPALGAON FATA,PAONFT,20.28752,73.73374
PIMPALNARE FATA,PAREFT,20.10379,73.80699
PAR FATA,PARFT,20.128473,73.812856
PAR RIVER BRIDGE,PARVBRD,20.417951,73.561803
PAT,PAT,20.041616,73.688746
PATOLE,PATOLE,19.786154,73.99829
PACHORA KHURD,PCHRKH,20.134511,74.251156
PACHORA BK,PCONN,20.12661,74.274296
PARDESHI WADI,PDHIWD,20.244862,74.660811
PADLI FATA,PDLIFT,19.69503,73.95663
