stop_name,stop_code,latitude,longitude
PADALI VILLEGE,PDLSN,19.68613,73.96098
PADASE,PDSE,20.459512,73.750097
PENGALWADI,PENA,19.95229,73.577385
PETROL PUMP / ANAND ASHRAM,PERP,20.043135,73.805372
PIMPALGOAN,PGAAN,20.16752,73.99069
PEGAL WADI,PGLWDTNK,19.94479,73.55112
PIMPALGAON,PGNB,20.167846,73.98755
PATHARDI FATA,PHDIFT,19.95654,73.7584
PAHINE,PHNTN,19.944568,73.548735
PACHORA GAON,PHOPNN,20.19562,74.01601
PACHORE FATA,PHREFT,20.219,74.04832
PIMPALAD (GANPATI MANDIR),PIDN,19.955455,73.521392
PIMPARI FATA,PIMFDN,20.39913,73.818113
PIMPALGAON BASWANT,PIMP,20.165399,73.988875
PINGALWADI FATA,PINF,20.411836,73.792513
PIMPALAD,PIPAD,20.004397,73.526699
PIMPLEGAON,PIPONN,19.94841,74.013501
PIMPRALE FATA,PIRT,20.362643,74.6141
PALKHED FATA,PKEDFT,20.20455,73.83459
PANCHAKESHWAR,PKWR,20.13451,74.10283
PIMPALGAON BAHULA,PLBH,19.987251,73.725931
PILCOSE FATA,PLCOAA,20.546847,74.083337
PALKHED DAM,PLDM,20.118,74.16742
PALKHED FATA,PLHNNK,20.14461,74.029
PILKOS,PLKS,20.519637,74.084119
PALASDAR,PLSDR,20.460728,73.795271
PALSE,PLSE,19.9244,73.87849
PALSAN,PLSN,20.501437,73.536949
PAL VIHIR FATA,PLVFT,20.557393,73.588775
PALVIHIR,PLVHR,20.557418,73.58874
PIMPALNER FATA,PMACN,20.25132,74.02782
PIMPAL GAON FATA,PMALGKAA,19.953481,73.977152
PIMPALKHUTE,PMAYNK,19.984833,74.622046
PIMRI FATA,PMIYN,20.111756,74.370318
PIMPLAS,PMLCN,20.218485,74.197026
PIMPLALE FATA,PMLKN,20.598168,73.939182
PIMPLUS FATTA,PMLNN,20.07044,74.04743
PIMPALGAON VAKHARI,PMPAEA,20.47011,74.29732
PIMPALGAON (B),PMPAIA,20.165399,73.988875
PIMPALAD (GANPATI MANDIR) FATA,PMPLDGFT,19.955517,73.521516
PIMPLAS RAMACHE,PMPLIA,20.162843,74.331708
PIMPALNER,PMR,20.948535,74.121381
PIMPRI BUDRUK,PMRIBD,20.019986,73.553627
PIMPRI FATA,PMRKN,20.435734,73.954934
PIMPRI,PMRNN,20.098,74.06088
PANHAVE,PNACN,20.273844,74.267741
PANHALPATI,PNAYN,20.116705,74.560774
PANCHALE VILLEGE,PNCHIA,19.87477,74.21561
PUNE RD,PNDNN,19.99923,73.78197
PANDE FATA,PNESN,20.760768,74.25462
PANCHAVATI X RD.,PNHAANKN,20.05089,73.805329
PANHALE FATA,PNHAHA,20.328703,74.2366
PANDHARI DEVASANI,PNHDN,20.421995,73.706113
PANASGAON,PNSNN,20.14188,74.08208
PANEWADI FATA,PNWNN,20.12737,74.17059
POTATO RESEARCH CENTRE,POAT,18.84338,73.88111
PORGAON,PORON,20.330442,73.967667
PIMPALGAON DHUM,PPAPDN,20.3079,73.71483
PIPLADAR,PPASN,20.585804,74.197944
PIMPALGAON/ BHAGUR FATA,PPLGNBHF,19.71145,73.68622
PIMPALNARE FATA,PPLNRFT,20.116117,73.809548
POLTRI,PPLRDN,20.31838,73.696847
PIMPALKHUTA,PPMAYN,20.14796,74.571675
PIMPRI,PPMRDN,20.374361,73.844685
PANHALE,PPNACN,20.258605,74.285201
PUNEGAON,PPNGDN,20.355227,73.829835
PANCHALE,PPNHSN,19.8739,74.21707
PIMPARI KHURD,PPRIKH,20.008817,73.555419
PARSUL,PPRUCN,20.273034,74.164076
PATODA,PPTDYN,20.144679,74.324257
PHULE NAGAR,PPUESN,20.673015,74.148124
PURNEPADA,PREPD,20.72769,74.70041
PADALI RLY. CROSSING,PRGI,19.81137,73.67006
PAREGAON CHAWFULI,PRGNCWF,20.3242,73.96722
PAREKHAR VASTI,PRKNN,20.34624,74.58087
PARMORI,PRMRI,20.25223,73.86522
PASTE VILLEGE,PSESN,19.84967,73.94155
PUTALE WADI FATA,PTALIA,19.86715,74.25402
PAT CANAL,PTCMN,20.12076,73.860794
PAT CHAUPULI,PTCNN,20.16487,73.92616
PATHERSHEMBE,PTECN,20.286455,74.246781
PATVIHAR,PTIKN,20.527118,74.026162
PETH KURWANDI,PTKR,18.92964,73.92587
PATALI,PTLNN,20.15067,74.05728
PETH NAKA,PTNKN,20.015122,73.793262
PETROL PUMP,PTOUNSK,19.96735,73.91721
PAT PIMPRI,PTPSN,19.90874,74.05906
PATTEWADI,PTTWD,19.702386,73.847029
PURI,PURIC,20.347537,74.122798
PANDAV LENE,PVLN,19.94385,73.74446
PAWARVASTI,PWRNN,20.14743,74.20385
PAYAR PADA,PYARPDSN,20.504951,73.706969
PAYARPADA,PYRDN,20.3915,73.88439
PATRYACHI WADI,PYW,20.00654,73.478829
RAILWAY CROSSING,RAILAI,20.07934,74.10978
RAITE,RAITE,20.048395,74.422703
RAJ POULTRY FARM,RAJPULFM,20.14407,73.81908
RAILWAY GATE,RALKAS,20.1301,74.13047
RASHEDGAON,RASD,20.155293,73.743726
REDGAON,RDGN,20.14461,74.029
RAHUD,RHD,20.34698,74.25092
RAHADI,RHDI,20.09476,74.719908
ROHILA FATA,RHILAA,20.071685,73.548208
ROHILE FATA,RHLEFT,20.068636,73.573395
ROHILE MALEGAON,RHLEMLGN,19.996485,73.564908
RAHATA,RHT,19.712806,74.483506
RAILY BRIDGE,RIYBWY,20.02892,73.92841
RAJDERVADI GAON,RJDEHA,20.380785,74.208339
RAJGURUNAGAR,RJGR,18.85463,73.88751
RAJAPUR,RJPNN,20.170076,74.625689
RAJAPUR,RJPRY,20.168266,74.624703
RAJURI,RJRNN,19.9079,73.70271
ROKDE HANUMAN MANDIR,RKEDD,20.760623,74.724069
RAKSHASHBHA,RKHSN,20.48463,73.465714
RAKSHASHBHA FATA,RKSHUA,20.446906,73.496456
RELWEY GATE,RLENN,20.236773,74.40547
RLY HOS IGATPURI,RLHO,19.6944,73.55486
RLY GATE,RLYGT,20.157121,74.22859
RAMNAGAR,RMADN,20.327552,73.887557
RAJEWADI,RMEDITN,20.01629,73.593801
RAMNAGAR,RMNAIA,19.770299,74.014879
RAMESHVAR FATA,RMSHA,20.43741,74.174794
RAMVADI,RMVDI,20.307898,73.714823
RANVAD,RNANN,20.14461,74.029
RANWAD FACTORY,RNANNK,20.211482,74.096316
RENDALA,RNAYN,20.100971,74.629449
RENDALA FATA,RNDAEA,20.079363,74.611606
RAN PADA,RNPD,20.534609,73.5554
ROPALE,ROPALE,20.232937,74.397885
REDGAON,RRDACN,20.236217,74.270013
RUI FATA,RRIFNN,20.03569,74.20187
RUI GAON,RRIGNN,20.02037,74.23406
RAIPUR,RRIUCN,20.24952,74.34925
RAILWAY CROSSING,RRIWNN,20.28474,74.662486
RAJAPUR,RRJPDN,20.21816,73.90376
RAMWADI,RRMASN,19.69938,74.10899
RATANGAD,RRTNCN,20.23872,73.992179
RAMESHWAR FATA,RSARFT,20.45073,74.17994
RASTE SUREGOAN,RSEYN,19.984558,74.621855
RATANGAD,RTNGD,19.975576,73.555425
RTO CORNER,RTOCRN,20.036032,73.803648
RAMTIR,RTRNSK,20.695449,74.33528
RAUT MAL FATA,RUDN,20.341,73.621968
RAVALJI VILLAGE,RVALAA,20.543487,74.018003
RAVALJI FATA,RVJIFT,20.528011,74.116669
RAVALGAON,RVLGN,20.620455,74.418403
RAVALJI,RVLJI,20.538406,74.020433
RANWAD SUGAR FACTORY,RWARNN,20.14461,74.029
RLY. BRIDGE,RYBI,20.204766,74.329117
RYETE,RYETEYN,20.04448,74.44229
RLY. STATION,RYYN,20.130185,74.469312
SHARAD WADI,SAADWD,19.84972,73.966843
SHAHA VILLEGE,SAASN,19.86596,74.28006
SAKUR ASHVI FATA,SAF,19.42688,74.20474
SAIKHEDA,SAIDA,20.01975,73.99592
SAUNDANE,SANNE,20.455206,74.39517
SARAD,SARAD,20.469418,73.750057
SATALI,SATALI,20.012296,74.406995
SAVAKI,SAVAKI,20.475206,73.951449
SAYEGAON,SAYO,20.211446,74.610771
SUBHASH NAGAR,SBHNGR,20.582048,73.549298
SECTION B,SCB,20.62151,74.42459
SCHOOL,SCHL,19.96796,73.91795
ST. DIVISIONAL. OFFICE,SDE,19.99468,73.78449
SHENDE PATI,SEDHSN,20.410194,73.677051
SEED FARM,SEEDFMTN,20.116561,73.460228
SHERI FATA,SEIFAT,19.66521,74.05092
SELU,SELUC,20.305889,74.145836
SHELU ALIKADACHI U,SELUHA,20.33173,74.14217
SHEVRE FATTA,SERNN,20.07325,74.14559
SHELU ALIKADACHI L,SEUCNK,20.33738,74.14316
SOGRAS FATA,SGACN,20.30579,74.146
SOGRAS FATA,SGAPN,20.304853,74.143354
SONGAON,SGASSN,20.01204,74.00828
SANGAMNER FATA,SGMNRFT,20.33033,73.96764
SOGRAS,SGRS,20.30481,74.14386
SHAH,SHAH,19.86613,74.28075
SHENIT FATA,SHENITFT,19.7893,73.78503
SHINGASHI,SHGHI,20.540971,73.826729
SHINDWAD,SHIAD,20.246488,73.986251
SHINDE,SHINDE,19.91519,73.89878
SHIVANAI,SHIVANAI,20.05124,73.812488
SHELU FATA,SHLF,20.33183,74.141959
SHALIMAR,SHLMR,20.00082,73.78672
SHILSPUR,SHLS,19.99847,73.89355
SHINDE PADA FATA,SHPFT,20.49917,73.713719
SHIROLI,SHRO,18.83079,73.87698
SHEREWADI,SHRWDI,20.04654,73.791859
SHIVRASTA,SHSTNSK,20.164895,73.788991
SHIMPI TAKALI FATA,SHTKFT,20.00817,73.97281
SHELU (UPPER),SHUP,20.3387,74.135028
SHIVKRUPA NAGAR,SHVKRNGR,20.157265,73.821975
SHIVPADA,SHVPD,20.31907,73.68498
SHIGAVE FATA,SIACN,20.272666,74.384597
SHIRASMANI,SIAM,20.437679,74.011576
SHIGAVE,SIAMN,20.269768,74.387681
SHIVAREGAON,SIANNK,20.050826,74.144353
SHIRATA,SIASN,20.541063,73.629751
SHIRASGAON,SIAYN,20.11961,74.303293
SHIVBHANDNE,SIBKN,20.558081,73.824711
SHINDE VASTI,SIDIP,19.81406,73.77392
SHINGAWAY FATA,SIGAA,19.8718,74.16853
SAIYGAON FATTA,SIGYN,20.048111,74.587783
SAIKHEDA FATA,SIHEANN,20.01945,73.9959
SAIKHEDA FATA,SIHFTJP,19.996425,74.118438
SAIKHINDE FATA,SIHNDE,19.65662,74.16013
SHINDEWADI FATA,SINDIA,19.87215,74.23419
SHIRWADA,SIRW,20.218619,74.04786
DATTA MANDIR,SISN,19.83384,74.12492
SHIRSONDI,SISO,20.434296,74.419959
SHIVAJI NAGAR,SIVAEA,20.039758,74.661305
SHIRVADA FATA,SIVCN,20.22454,74.08749
SHIVDA,SIVDIA,19.805193,73.866906
SHIGVE,SIVNN,20.033669,74.001183
SHIRVADA FATA,SIVNNK,20.25044,74.07836
SHIVAJI PUTALA,SJPT,19.951846,73.840608
SUKENA,SKENIA,20.07854,74.00122
SUKHE FATTA,SKEYN,20.092935,74.477511
SAKHORA,SKOAPN,20.13415,73.96805
SAKODE FATA,SKODAA,20.62374,74.022505
SAKOREPADA,SKORAA,20.447287,73.98225
SAKORA FATAATA,SKORIA,20.13774,73.96948
SAKORE FATA,SKREF,20.1377,73.96946
SAKUR FATA,SKURFTIN,19.7893,73.78503
SHELU LOWER,SLLW,20.277458,74.099219
SALSANE,SLSNE,20.2068,74.30918
SULEWADI FATA,SLWSN,19.88007,74.04124
SMBT HOSPITAL,SMBTL,19.81899,73.76415
SOMTHANDESH,SMHYN,20.147306,74.278075
SIMPI TAKALI,SMINN,20.0163,73.99159
SAMONDI,SMNTN,19.892886,73.515551
SANGAMNER,SMR,19.57305,74.2061
SAMESHERPUR,SMSEP,19.64378,74.00031
SOMESHWAR,SMSR,20.340186,74.484651
SOMAYA NAGAR,SMYNN,19.919905,73.884328
SANGAVI,SNACN,20.270059,74.248424
SANGALE VASTI,SNAEV,20.3174,74.491214
SANAP VASTI,SNAPVS,19.84688,73.9096
SANDIP FOUNDATION,SNDPFON,19.971283,73.677821
SANGAMNER,SNGAHA,20.33033,73.96764
SANGAMNER,SNGAIA,20.081791,73.803707
SHIVAJI NAGAR PUNE,SNGR,18.531808,73.850006
SANGHVI,SNHMN,20.422763,74.35594
SONEJAMB FATA,SNJDN,20.25763,73.93096
SONJAMB,SNJMB,20.27764,73.93967
SANGLE VASTI,SNLARAR,20.3174,74.491214
SONAMBE,SNMBE,19.79043,73.937084
SANGAMNER BY PASS,SNMNBP,19.61623,74.181208
SINNAR,SNNR,19.84429,73.99448
SANSARI NAKA,SNRINK,19.90723,73.83289
SAOVARGAON,SOANN,20.10937,74.45935
SOGRAS,SOGRAS,20.257358,74.083715
SOMPUR,SOMPUR,20.812918,74.124886
SONGIRI VILLAGE,SONGON,19.949562,73.943597
SOUNDANE,SONNE,20.45478,74.39785
SAKORE GAON,SORSKN,20.461748,73.999548
SAKORE GAON,SORSNM,20.13793,73.9694
SOMTHANE,SOTNE,20.169721,74.625752
SAPGAON,SPGN,19.958252,73.513823
SAPGAON FATA,SPGNFT,19.958427,73.513827
SURGANA PRATAPGAD FATA,SPRFT,20.553052,73.613309
SAPTE FATA,SPTEFTN,20.07038,73.545378
SARDE,SRDNSK,20.725845,74.314644
SUREGAON,SREGIA,19.78427,74.16214
SURGANA,SRGN,20.558746,73.63713
SURGANA / KALWAN FATA,SRGNKFT,20.32811,73.88849
SHRUNGAR PADA,SRNGPD,20.293797,73.629196
SHIRASGAON,SRNTN,19.966144,73.503459
SARSALE,SRSLE,20.42755,73.72561
SURYAGAD,SRYGD,20.551815,73.621841
SHIVANGAON,SSAONNN,20.011548,73.633722
SABARWADI,SSBRYN,20.118315,74.398414
SHEREWADI,SSEEAA,19.62788,74.04186
SHELKEWADI,SSEKYN,20.126238,74.276533
SHIRASGAON FATA,SSGNFT,20.119132,73.437045
SHIVARE,SSIACN,20.326698,73.93208
SHIVADI,SSIANN,20.12074,74.12915
SHIVAJI NAGAR,SSIASN,20.530218,74.101779
SAIGAON,SSIAYN,20.044711,74.57534
SHINDE,SSIDSN,19.91483,73.8984
SHINGAVE,SSIGCN,20.270746,74.386298
SHIRSANE,SSISCN,20.357096,74.043078
SUKAPUR,SSKPKN,20.489144,73.776512
SOMTHANE,SSMHSN,19.950978,74.215607
SOMTHANA,SSMHYN,20.14621,74.312854
SONARI,SSNRSN,19.793222,73.949024
SONEWADI,SSNWSN,20.11231,74.1664
SUREGAON,SSRGYN,19.998678,74.605286
SIRASGAON,SSRSNN,20.15218,73.98302
SAVARGAON,SSVRNN,20.14461,74.029
S.T. COLONY,STCN,20.010567,73.763438
SATANA,STNA,20.600437,74.200068
S.T. DIVN. OFFICE,STNC,19.99526,73.78219
SATPUR,STU,19.99079,73.733169
SATYAGAON,STYGN,19.973198,74.293886
SAUKI FATA,SUISN,20.536286,74.19396
SHELU UPPER,SUR,20.332222,74.142125
SAKURI FATA,SURIFT,19.726301,74.478233
SAVKARVADI,SVAMN,20.393698,74.439248
SHIVAJI NAGAR,SVJINGNN,19.702746,73.846247
SAVALI VILLEGE,SVLSN,19.965741,73.979916
SAVARGAON,SVRAA,19.64357,74.00272
SHIVARE FATA,SVREFT,20.059497,74.143434
SAVARGAON,SVRGN,20.076927,74.470082
SAVATA NAGAR,SVTANG,20.680659,74.147815
"SWARGATE, PUNE",SWR,18.499969,73.858988
SAYAL PADA GAON,SYALIA,20.408132,73.521414
SAYNE FATA,SYEA,20.595906,74.601545
SAYKHEDA FATA,SYHNN,19.95416,74.10095
SAYAL PADA FATA,SYLDN,20.415151,73.562409
SAIYYAD PIMPRI,SYPM,20.04317,73.92941
SAYAR PADA FATA,SYRDN,20.412399,73.551281
SAYALE FATA,SYTLEFT,20.403699,73.575078
TRAMAK FATA,TAAKFT,20.00073,73.78189
THAKAR VASTI,TAARVS,18.90181,73.914
TRAMBAK VIDYA MANDR,TABTN,19.977542,73.693767
THEANGODA,TADA,20.514032,74.195729
THANGAON,TAGYN,20.134401,74.378987
TARUKHEDLE,TAKLE,19.98659,74.1507
TAKLI,TAKLINN,20.167276,74.225515
TAMBUL,TAMBUL,19.57727,74.03753
TAMASWADI,TAMS,19.98545,74.16988
THANDISAROLA,TANDIA,19.992674,74.193244
TAHARABAD,TARD,20.736603,74.14174
TADULWADI,TAUDI,20.136434,74.44863
THAKUR PADA,TAURPDTN,20.035548,73.44614
TRIMBAKESHWAR,TBK,19.934,73.53174
TIDKE VASTI,TDKEVS,20.22187,74.0051
THENGADA,TEGSN,20.521493,74.196381
TEHARE,TEHARE,20.52691,74.50402
TEMBURWADI,TEMR,19.69726,73.95829
THANA PADA,THANPD,20.122631,73.395329
TAHSIL OFFICE,THIFA,20.032011,74.491366
THANGAON,THNGAON,20.443274,73.502038
THANGAON,THNON,20.40436,73.543161
THAKKAR PADA FATA,THPFT,20.018671,73.586042
THARGAON,THRGN,20.08321,73.98097
THADISAROLE,THSRL,19.98602,74.20451
TRIAMBAK,TIMTN,19.945163,73.55333
TAKYANCHAPADA,TKADN,20.356004,73.827758
THAKKARBAPPA ASHRAM,TKAM,20.235378,73.640804
TAKED FATA,TKDIN,19.68574,73.70679
TEKADE VASTI,TKDSN,19.79932,74.1346
TAKEHARSH,TKHTN,19.883782,73.461957
TALWADE,TLATN,19.971299,73.556465
TALWADE,TLAYN,20.03344,74.64203
TALEGAON,TLGAAA,18.738885,73.681405
TALEGAON FATA,TLGDN,20.29181,73.93477
TALEGAON FATA,TLGFTN,19.961705,73.64401
TALEGAON,TLGNN,19.96143,73.64305
TALEGAON FATA,TLGNNK,19.96143,73.64305
TALEGAON ROHI,TLRH,20.186396,74.331221
TALAV,TLV,20.13842,74.18829
TAMSAVADI FATA,TMANN,19.991578,74.191744
TAMKARWADI,TMASN,19.6934,73.98902
TANGADI FATA,TNACN,20.36765,74.15446
TANGADI,TNGDI,20.391823,74.160108
TUNGALDARE,TNGLDRE,20.108043,73.764116
TANDULWADI FATA,TNUYN,20.13659,74.44853
TORANGAON,TOAON,19.999579,73.43343
TUPA DEVI,TPDEVI,19.952726,73.580991
TUPA DIVE,TPIE,19.95196,73.57404
TIRDE,TRE,19.714155,73.856722
TARULIMATHA,TRLNN,20.03333,74.23445
TORANDONGARI,TRNG,20.547897,73.53239
TARSALI FATA,TRSAAA,20.634053,74.167348
TRIMBAK VIDYA MANDIR,TRVMD,19.980608,73.711168
TISGAON,TSACN,20.296898,74.21704
TISGAON,TSADN,20.247905,73.947926
THANGAON,TTAGSN,19.69681,73.93289
TALEGAON,TTEONTN,19.96582,73.659835
TAHAKARI,TTHKAA,19.64641,73.93511
TAKED BD.,TTKDIN,19.69173,73.76649
TITVE,TTVE,20.374885,73.718351
THUBE WASTI,TUENN,20.08724,74.25083
TAVALI FATA,TVLNN,20.061276,73.783235
TALWADI VILLEGE,TWATSN,19.94972,74.044151
UMARALE FATA,UAADN,20.226535,73.793878
UMABAR PADA,UAARPD,20.551841,73.62168
UMARE MAL,UAESN,20.52886,73.662053
UPANGAR,UAGRNN,19.96862,73.81894
UGAON KHEDE,UAONIA,20.135166,74.099181
UMBARJALI NALA,UARUSD,20.571673,73.597391
UMBARPADA GAON,UARUSE,20.563568,73.601498
UMBARMAL FATA,UBARIA,20.350772,73.596564
UMBARPADA,UBARUA,20.555625,73.626577
UMBER PADA,UBERPD,20.559687,73.602271
UMBEREMAL,UBERUA,20.553687,73.640191
UMBARKON/ UBHADE,UBRINK,19.72959,73.67048
URDHUL,UDUCN,20.27146,74.219854
UGAON,UGN,20.12059,74.12915
UBHADE FATA,UHDEFT,19.72655,73.67895
UMBRADE,UMBDE,20.511796,73.542941
UMBARKHED,UMBED,20.14893,73.95718
UMBARMALI,UMBM,20.365819,73.597733
UMBARVIHIR NALA,UMBNLNSK,20.546506,73.573529
UMBAR PADA,UMBPD,20.130418,73.376414
UMBER PADA FATA,UMBPDFT,20.353316,73.861863
UMBARMALI,UMBRMLI,20.555642,73.637983
UMARALE,UMLE,20.22653,73.79379
UMARANE,UMNE,20.40781,74.3444
UMRANE,UMRNE,20.418798,74.352276
UNDIRWADI,UNIDI,20.042821,74.515013
UNANDA NAGAR,UNNGD,20.25755,73.85134
UPNAGAR,UPAR,19.96881,73.81874
UPPER TIRAL,UPRKN,20.471657,73.809233
UMBARTHAN,URHN,20.576684,73.488734
UMRALE GAON,URLDN,20.22669,73.793631
UMBARJALLI NALA,URLINL,20.571695,73.597612
UMBAR VIHIR,URVH,20.54637,73.573513
USWAD,USWD,20.336412,74.320063
UMBARTHAN FATA,UTANFT,20.591346,73.593546
VAAD,VAADCN,20.340451,74.4249
VADANGALI,VADLI,19.93542,74.13244
VAHEGAON,VAEON,20.194073,74.268057
VALUNJA,VAJA,20.019238,73.489547
VAJOL,VAJOLDN,20.381293,73.709458
VANI,VANIK,20.310289,73.920853
VARAS VIHIR,VARASVH,20.040945,73.458527
VARKHEDA,VARDA,20.22987,73.91969
VARE,VARE,20.411074,73.680217
VARVANDI FATA,VARVANDI,20.048519,73.809921
VASTI,VASTIKN,20.599046,73.963453
VALUTZIRE,VAURE,20.592535,73.594731
VAVI,VAVI,19.86717,74.1529
VADACHA MALA,VCM,20.076514,74.520554
VADBARE GAON,VDACN,20.362944,74.246163
VADGAON PINGLA,VDGAIA,19.8748,73.88117
VADZIRE FATA,VDISN,19.885703,73.987738
VADALI BHOI,VDLB,20.272274,74.093132
VADALIBHOI,VDLCN,20.281367,74.101603
VADALI BUDRUK,VDLIBD,20.23284,74.629973
VADALI,VDLNNK,20.2814,74.101887
VAGHDEV FATA,VGDDN,20.225698,73.820499
VAGHERA,VGHRA,20.06511,73.506195
VADHOLI FATA,VHLIFT,19.957711,73.622623
VEHLOLI TOWN,VHTW,20.15782,74.254766
VAITAG PADA,VIADN,20.374959,73.718337
VHIGANWADI,VIASN,19.86662,74.32125
VIRGAON,VIGON,20.655583,74.151965
VIKHARNI,VIHNI,20.15794,74.394995
VILHOLI,VINLI,19.92355,73.71585
VITAVE,VITAVE,20.258682,74.285304
VAIJAPUR,VJP,19.927065,74.730221
VAKAD GAON,VKADIA,20.01318,74.28396
VAKAD FATA,VKDNN,20.01587,74.28229
VAKE FATA,VKMN,20.49752,74.44567
VALAKEWADI,VLAKHA,20.189745,74.237246
VALKHED GAON,VLHDN,20.201989,73.830593
VALAKEVADI,VLKCN,20.191228,74.21309
VALKHED FATAATA,VLKHIA,20.22617,73.84014
VELAPOR,VLPKA,19.910081,74.332831
VELAPUR,VLPNN,20.144966,74.24102
VILVANDI FATA,VLVNDFT,20.225747,73.839913
VILVANDI PADE,VLVNDPD,20.327585,73.88776
VANJAR MULANE VILLAGE,VNADN,20.326951,73.935991
VANDANER,VNAMN,20.650836,74.407383
VANASGAON VILLEGE,VNASIA,20.1295,74.13036
VANGAN,VNASN,20.5284,73.505261
VINCHUR,VNCR,20.10156,74.2234
VINCHUR DALVI,VNDL,19.85317,73.85307
VANI,VNI,20.32735,73.88809
VANOLI,VNLI,20.634147,74.167286
VANARE GAON,VNRDN,20.374936,73.71841
VANARE FATA,VNREFT,20.337086,73.676827
VANASGAON FATA,VNSNN,20.1628,74.15563
VANHULE,VNUDN,20.370341,73.730605
VANJUL PADA,VNULPD,20.492843,73.720127
VIRGAON FATA,VRAAA,19.60002,74.04277
VARHADI,VRACN,20.33624,74.424589
VIRGAON/SAMSHERPUR FATA,VRGAKH,19.60305,74.0412
VARHANE,VRHAAA,20.48297,74.50853
VIRSHET VILLAGE,VRHKNK,20.585113,73.805611
VERUL FATA,VRLKN,20.540971,73.826729
VARANE FATA,VRNMN,20.448861,74.499726
VISAPUR,VSPYN,20.18719,74.370748
VITHAL MANDIR,VTASGR,20.410828,74.164726
VITHEVADI,VTEKN,20.509891,73.927944
VITHEWADI FATA,VTHEAA,20.4752,73.951432
VIHITGAON NAKA,VTONNK,19.93908,73.83479
VADNER,VVDECN,20.22828,74.01147
VADALI,VVDLCN,20.30555,74.14568
VAKHARI,VVKANN,20.39243,74.601919
VISAPUR,VVSPKN,20.534557,74.067331
WALKHED,WAED,20.2052,73.83145
WAKI BUDRUK,WAKIBD,20.167383,74.274734
WAKI KHURD,WAKIKH,20.167068,74.271843
WANI FATA,WANIFTYY,20.147485,74.239882
WAI BOTHI,WBT,20.116575,74.592068
WADI,WD,19.996754,73.564965
WADALI,WDLNN,20.23292,74.632571
WADANGALI FATA,WDNSN,20.034583,73.806236
WADHOLI FATA,WDONN,19.95857,73.61335
WAGHDARDI FATA,WGDCN,20.26061,74.40215
WAGHERA JAWAHAR FATA,WHJWFT,19.979945,73.479406
WALKHED FATA,WLHE,20.070133,73.805826
WANJARWADI FATA/OLANDA.,WNAIN,19.82822,73.80932
WANJARWADI,WNANN,19.81888,73.76483
WANDOHAL,WNDHL,20.507861,73.752968
WANGAN PADA FATA,WNGNPDFT,20.507456,73.509355
WANJARWADI FATA,WNJAAA,19.81002,73.79608
WARKAD VASTI,WRADVS,18.87118,73.89725
WARKHAD FATA,WRHDN,20.218774,73.833801
WADIVARHE,WRHE,19.86277,73.68504
WERKHADA FATA,WRHKN,20.54207,73.880737
WARKHADWADI,WRKH,19.64774,74.01889
WARKHADA/JAIDAR FATA,WRKHAA,20.530136,73.902586
WARLYACH FATA,WRYSN,20.622861,74.028538
WAVI / SHIRDI FATA,WSF,19.83672,74.00471
WATER SUPPLY STATION,WTSTN,20.246295,74.406328
WARUDI FATA,WUDIFT,19.42679,74.20392
WAVI VES,WVV,19.84533,74.00277
WAHEGAON,WWHGCN,20.19371,74.26833
YEOLA,YLA,20.04507,74.48458
YERNDGAON,YRDYN,20.05114,74.40252
ZADI,ZADIC,20.383291,74.416821
ZODGA,ZDACB,19.8747,74.2168
ZODGA,ZDGA,20.635443,74.652368
ZODAGE,ZDGE,20.6633,74.67528
ZODAGE,ZOG,20.663571,74.675295
Z P HIGH SCHOOL,ZPHSC,19.983461,73.453063
